Pfolio ,SecurityShortName    ,Security ,SectorLevel4         ,MaturityDate ,Duration ,YieldtoMaturity ,Units             ,UnitCost      ,TotalCost         ,MarketPrice      ,CleanMarketValue  ,All-InMarketValue ,Appreciation      ,AccruedInterest   ,%Sector ,%Pfolio ,ValuationDate ,TYPE
MINPEN,DEV BNK 10.0%270223 ,DV23    ,Fixed Interest      ,27/02/2023,004.03,009.45,00000020664.00,00000104.60,00000021614.38,0000009.450000,00000021151.76,00000022074.56,00000000460.18,00000000922.80,000.02,000.02,08/08/2017,FI00
MINPEN,DV24 9.69% 180224   ,DV24    ,Fixed Interest      ,18/02/2024,004.77,009.57,00000207905.00,00000100.00,00000207905.00,0000009.570000,00000209104.80,00000208608.05,00000000703.05,-0000000496.75,000.18,000.18,08/08/2017,FI00
MINPEN,FRSTRD JBR+170271020,FRS49   ,Fixed Interest      ,27/10/2020,002.77,008.78,00000032374.00,00000099.91,00000032344.42,0000100.012308,00000032377.98,00000032479.25,00000000134.83,00000000101.27,000.03,000.03,08/08/2017,FI02
MINPEN,LGL04 9.165% 140820 ,LGL04   ,Fixed Interest      ,14/08/2020,002.59,009.23,00000385938.00,00000099.45,00000383796.25,0000009.230000,00000385299.09,00000384814.54,00000001018.29,-0000000484.55,000.33,000.32,08/08/2017,FI00
MINPEN,MMIG02 10.065% 17321,MMIG02A ,Fixed Interest      ,17/03/2021,002.88,009.18,00000435010.00,00000100.00,00000435010.00,0000009.180000,00000446388.38,00000463781.91,00000028771.91,00000017393.53,000.40,000.39,08/08/2017,FI00
MINPEN,MMIG05 10.86% 120822,MMIG05  ,Fixed Interest      ,12/08/2022,003.82,010.15,00000354830.00,00000094.16,00000334113.32,0000102.737940,00000364545.03,00000364228.31,00000030114.99,-0000000316.72,000.31,000.31,08/08/2017,FI00
MINPEN,NED 8.92% 281120    ,NBK11A  ,Fixed Interest      ,28/11/2020,002.77,008.50,00000605958.00,00000099.22,00000601243.13,0000008.495000,00000613024.02,00000623834.31,00000022591.18,00000010810.29,000.53,000.53,08/08/2017,FI00
MINPEN,NEDBANK 10.49%200324,NCLN85  ,Fixed Interest      ,20/03/2024,004.52,010.34,00000044649.00,00000095.34,00000042568.85,0000010.340000,00000044938.94,00000046761.08,00000004192.23,00000001822.14,000.04,000.04,08/08/2017,FI00
MINPEN,SA ROAD12.25% 311022,NRA022  ,Fixed Interest      ,31/10/2022,003.80,009.18,00000680643.00,00000126.20,00000858972.50,0000009.180000,00000765477.80,00000788549.76,-0000070422.74,00000023071.96,000.67,000.67,08/08/2017,FI00
MINPEN,OM 10.32% 19/03/2022,OML06   ,Fixed Interest      ,19/03/2022,003.46,010.48,00000245251.00,00000099.49,00000243992.18,0000010.480000,00000243706.34,00000253622.28,00000009630.10,00000009915.94,000.22,000.21,08/08/2017,FI00
MINPEN,OM 10.90% 14092022  ,OML09   ,Fixed Interest      ,14/09/2022,003.70,010.47,00000287891.00,00000096.92,00000279023.30,0000010.470000,00000292521.18,00000305245.18,00000026221.88,00000012724.00,000.26,000.26,08/08/2017,FI00
MINPEN,RWB 9.97% 210421    ,RW21    ,Fixed Interest      ,21/04/2021,002.97,009.15,00000702288.00,00000105.81,00000743101.03,0000009.150000,00000719787.75,00000740889.12,-0000002211.91,00000021101.37,000.63,000.63,08/08/2017,FI00
MINPEN,RWB 9.51% 101223    ,RW23    ,Fixed Interest      ,10/12/2023,004.61,009.58,00000577301.00,00000100.00,00000577301.00,0000009.580000,00000575249.44,00000584274.33,00000006973.33,00000009024.89,000.50,000.49,08/08/2017,FI00
MINPEN,SBS19 10.18% 230621 ,SBS19   ,Fixed Interest      ,23/06/2021,003.15,008.36,00000037212.00,00000096.51,00000035913.13,0000008.360000,00000039406.08,00000039893.87,00000003980.74,00000000487.79,000.03,000.03,08/08/2017,FI00
MINPEN,STD 10.13% 200224   ,SBS27   ,Fixed Interest      ,20/02/2024,004.55,009.15,00001122699.00,00000101.05,00001134444.47,0000009.150000,00001176279.47,00001229249.31,00000094804.84,00000052969.84,001.05,001.04,08/08/2017,FI00
MINPEN,STD 8.60% 161121    ,SBS4    ,Fixed Interest      ,16/11/2021,003.44,008.80,00000412236.00,00000095.51,00000393733.77,0000008.800000,00000409191.10,00000417447.12,00000023713.35,00000008256.02,000.36,000.35,08/08/2017,FI00
MINPEN,TRNSNET 10.5% 170920,TN20    ,Fixed Interest      ,17/09/2020,002.53,008.76,00000326894.00,00000112.68,00000368345.71,0000008.760000,00000341912.33,00000355547.83,-0000012797.88,00000013635.50,000.30,000.30,08/08/2017,FI00
MINPEN,TRNSNET 10.80%061123,TN23    ,Fixed Interest      ,06/11/2023,004.43,009.42,00000344554.00,00000114.40,00000394169.64,0000009.420000,00000366436.28,00000376121.56,-0000018048.08,00000009685.28,000.32,000.32,08/08/2017,FI00
MINPEN,UMGENI 10.70% 020321,UG21    ,Fixed Interest      ,02/03/2021,002.82,009.08,00000203509.00,00000110.58,00000225035.33,0000009.080000,00000213262.65,00000222808.06,-0000002227.27,00000009545.41,000.19,000.19,08/08/2017,FI00
MINPEN,ABSA 8.80%110926    ,ABS7    ,Fixed Interest      ,11/09/2026,005.82,009.91,00000651176.00,00000090.82,00000591378.63,0000009.910000,00000608211.99,00000631918.38,00000040539.75,00000023706.39,000.54,000.53,08/08/2017,FI00
MINPEN,CT 11.16% 150325    ,CCT03   ,Fixed Interest      ,15/03/2025,004.89,010.46,00001056510.00,00000119.87,00001266436.63,0000010.460000,00001094014.73,00001141500.42,-0000124936.21,00000047485.69,000.97,000.96,08/08/2017,FI00
MINPEN,CTY JHB 11.455%     ,COJ08   ,Fixed Interest      ,22/06/2026,005.51,010.56,00003123620.00,00000101.10,00003157990.23,0000010.560000,00003281107.53,00003328162.05,00000170171.82,00000047054.52,002.84,002.81,08/08/2017,FI00
MINPEN,DV29 10.10% 180229  ,DV29    ,Fixed Interest      ,18/02/2029,006.57,011.02,00000633438.00,00000100.52,00000636754.20,0000011.020000,00000595946.38,00000594368.87,-0000042385.33,-0000001577.51,000.51,000.50,08/08/2017,FI00
MINPEN,EKURULN 10.25%230625,EMM06A  ,Fixed Interest      ,23/06/2025,005.24,010.37,00000511433.41,00000098.04,00000501385.75,0000099.322330,00000507967.58,00000514717.79,00000013332.04,00000006750.21,000.44,000.43,08/08/2017,FI00
MINPEN,FRSTRND 10.75%101224,FRX24   ,Fixed Interest      ,10/12/2024,005.03,009.20,00000620704.00,00000099.81,00000619533.66,0000009.200000,00000671041.86,00000682010.44,00000062476.78,00000010968.58,000.58,000.58,08/08/2017,FI00
MINPEN,IDC 9.55% 241124    ,IDCG06  ,Fixed Interest      ,24/11/2024,005.00,010.41,00000503430.00,00000089.60,00000451081.64,0000010.410000,00000481451.00,00000491593.40,00000040511.76,00000010142.40,000.42,000.42,08/08/2017,FI00
MINPEN,KOMATI 13.50% 311027,KW01    ,Fixed Interest      ,31/10/2027,005.94,008.96,00000001859.00,00000123.84,00000002302.22,0000008.960000,00000002415.40,00000002484.85,00000000182.63,00000000069.45,000.00,000.00,08/08/2017,FI00
MINPEN,NED 9.440% 120225   ,NBK16A  ,Fixed Interest      ,12/02/2025,005.23,010.26,00000306659.00,00000100.00,00000306659.00,0000010.260000,00000293715.26,00000293477.32,-0000013181.68,-0000000237.94,000.25,000.25,08/08/2017,FI00
MINPEN,NED 10.36% 010626   ,NBK20A  ,Fixed Interest      ,01/06/2026,005.63,009.96,00001267988.00,00000094.86,00001202819.67,0000009.960000,00001296853.12,00001321686.28,00000118866.61,00000024833.16,001.13,001.12,08/08/2017,FI00
MINPEN,NED 10.50% 31072026 ,NBK29A  ,Fixed Interest      ,31/07/2026,005.74,010.26,00001091588.00,00000100.00,00001091588.00,0000010.260000,00001106643.84,00001109469.96,00000017881.96,00000002826.12,000.95,000.94,08/08/2017,FI00
MINPEN,SA ROAD12.25% 301128,NRA028  ,Fixed Interest      ,30/11/2028,006.11,011.06,00000411233.00,00000106.27,00000437016.40,0000011.060000,00000442201.43,00000451862.61,00000014846.21,00000009661.18,000.39,000.38,08/08/2017,FI00
MINPEN,OM 11.35% 14092025  ,OML10   ,Fixed Interest      ,14/09/2025,004.97,011.46,00000547609.00,00000100.00,00000547609.00,0000011.460000,00000544140.11,00000569342.12,00000021733.12,00000025202.01,000.49,000.48,08/08/2017,FI00
MINPEN,RWB 10.245% 101228  ,RW28    ,Fixed Interest      ,10/12/2028,006.39,010.92,00001008322.00,00000095.66,00000964550.78,0000010.920000,00000964318.12,00000981299.37,00000016748.59,00000016981.25,000.84,000.83,08/08/2017,FI00
MINPEN,SBS20 10.05% 150526 ,SBS20B  ,Fixed Interest      ,15/05/2026,005.66,009.67,00000841961.00,00000109.64,00000923161.15,0000102.193910,00000860432.87,00000880370.09,-0000042791.06,00000019937.22,000.75,000.74,08/08/2017,FI00
MINPEN,STD 8.2% 250526     ,SBS3    ,Fixed Interest      ,25/05/2026,005.90,009.84,00000759735.00,00000086.20,00000654884.97,0000009.835000,00000687429.88,00000700401.60,00000045516.63,00000012971.72,000.60,000.59,08/08/2017,FI00
MINPEN,SDT 9.785% 120627   ,SBS31   ,Fixed Interest      ,12/06/2027,006.13,009.89,00000004049.00,00000097.24,00000003937.32,0000009.890000,00000004021.44,00000004084.40,00000000147.08,00000000062.96,000.00,000.00,08/08/2017,FI00
MINPEN,STDBANK 10.64%121125,SBS42   ,Fixed Interest      ,12/11/2025,005.39,009.52,00001079592.00,00000096.94,00001046522.16,0000009.515000,00001147452.56,00001175461.60,00000128939.44,00000028009.04,001.00,000.99,08/08/2017,FI00
MINPEN,TRANSNET 9.5% 190825,TN25    ,Fixed Interest      ,19/08/2025,005.20,010.40,00000581904.00,00000108.36,00000630564.91,0000010.400000,00000554028.59,00000579927.27,-0000050637.64,00000025898.68,000.49,000.49,08/08/2017,FI00
MINPEN,TRNSNET 8.90% 141127,TN27    ,Fixed Interest      ,14/11/2027,006.26,010.55,00000494724.00,00000096.80,00000478906.92,0000010.550000,00000444052.44,00000454547.37,-0000024359.55,00000010494.93,000.39,000.38,08/08/2017,FI00
MINPEN,UG26 11.31% 090326  ,UG26    ,Fixed Interest      ,09/03/2026,005.25,010.53,00001656574.00,00000100.00,00001656574.00,0000010.530000,00001727463.77,00001806000.29,00000149426.29,00000078536.52,001.54,001.52,08/08/2017,FI00
MINPEN,ABL CPI 3.20% 13102 ,ABKI03M7,Fixed Interest      ,13/10/2021,003.73,007.66,00000769600.00,00000100.90,00000776545.17,0000108.059760,00000831627.91,00000841834.81,00000065289.64,00000010206.90,000.72,000.71,08/08/2017,FI04
MINPEN,STNLIB INF BOND B1  ,SBLB1   ,Fixed Interest      ,          ,000.00,      ,00000000604.10,00000001.00,00000000606.67,0000001.041525,00000000629.18,00000000629.18,00000000022.51,              ,000.00,000.00,08/08/2017,OS03
Fixed Interest                                                                                                                   ,,,,,,,,,,,00115192058.58,00117282450.94,              ,              ,100.00,099.02,          ,
MINPEN,STANDARD BANK ZAR   ,STDCUR01,Money Market        ,          ,      ,      ,              ,           ,00000647116.88,              ,00000645255.44,00000647116.88,00000000000.00,00000001861.44,055.75,000.55,08/08/2017,ZL01
MINPEN,STANDARD BANK ZAR - ,STDCUR01,Money Market        ,          ,      ,      ,              ,           ,00000010619.51,              ,00000010619.51,00000010619.51,00000000000.00,00000000000.00,000.91,000.01,08/08/2017,ZL06
MINPEN,STNLB INST MMARKT B4,SIMMB4  ,Money Market        ,31/12/2050,002.48,040.00,00000502066.78,00000001.00,00000502066.77,0000001.000000,00000502066.78,00000502927.29,00000000860.52,00000000860.51,043.33,000.42,08/08/2017,FI02
Money Market                                                                                                                     ,,,,,,,,,,,00001157941.73,00001160663.68,              ,              ,100.00,000.98,          ,
ICB Prime Sector                                                                                                                 ,,,,,,,,,,,00116350000.31,00118443114.62,              ,              ,      ,100.00,          ,
MINES 1970 PF                                                                                                                    ,,,,,,,,,,,00116350000.31,00118443114.62,              ,              ,      ,100.00,          ,
MINPRO,ESK 9.25% 200418    ,ES18    ,Fixed Interest      ,20/04/2018,000.65,007.95,00000085670.00,00000100.25,00000085885.86,0000007.950000,00000086388.38,00000088798.29,00000002912.43,00000002409.91,000.09,000.09,08/08/2017,FI00
MINPRO,R203 8.25 150917    ,R203    ,Fixed Interest      ,15/09/2017,000.10,006.95,00000046155.00,00000102.07,00000047108.80,0000006.950000,00000046190.54,00000047724.09,00000000615.29,00000001533.55,000.05,000.05,08/08/2017,FI00
MINPRO,SA ROAD 9.75% 310720,HWAY20  ,Fixed Interest      ,31/07/2020,002.55,008.26,00000156071.00,00000107.00,00000166994.00,0000008.260000,00000162092.50,00000162467.71,-0000004526.29,00000000375.21,000.16,000.16,08/08/2017,FI00
MINPRO,R204 8.00 211218    ,R204    ,Fixed Interest      ,21/12/2018,001.27,007.08,00000025661.00,00000098.11,00000025174.94,0000007.080000,00000025959.74,00000026235.33,00000001060.39,00000000275.59,000.03,000.03,08/08/2017,FI00
MINPRO,R207 7.25 150120    ,R207    ,Fixed Interest      ,15/01/2020,002.19,007.33,00000099089.00,00000098.53,00000097628.59,0000007.330000,00000098903.97,00000099396.03,00000001767.44,00000000492.06,000.10,000.10,08/08/2017,FI00
MINPRO,ESK 10.00% 250123   ,ES23    ,Fixed Interest      ,25/01/2023,004.17,008.93,00000132372.00,00000113.14,00000149770.82,0000008.930000,00000138376.46,00000138920.46,-0000010850.36,00000000544.00,000.14,000.14,08/08/2017,FI00
MINPRO,R2023 7.75 280223   ,R2023   ,Fixed Interest      ,28/02/2023,004.30,007.90,00000292507.00,00000097.26,00000284501.16,0000007.900000,00000290456.73,00000300518.18,00000016017.02,00000010061.45,000.30,000.30,08/08/2017,FI00
MINPRO,R208 6.75 310321    ,R208    ,Fixed Interest      ,31/03/2021,003.09,007.48,00000123659.00,00000095.60,00000118218.58,0000007.480000,00000120801.07,00000123796.83,00000005578.25,00000002995.76,000.12,000.12,08/08/2017,FI00
MINPRO,TRN/CAL 9% 280521   ,WSP5    ,Fixed Interest      ,28/05/2021,003.13,008.23,00000115005.00,00000099.48,00000114412.62,0000008.230000,00000117806.54,00000119876.63,00000005464.01,00000002070.09,000.12,000.12,08/08/2017,FI00
MINPRO,ESK 7.85% 020426    ,ES26    ,Fixed Interest      ,02/04/2026,005.82,009.72,00001503971.00,00000096.02,00001444048.68,0000009.720000,00001341525.74,00001383251.61,-0000060797.07,00000041725.87,001.39,001.38,08/08/2017,FI00
MINPRO,R186 10.5 211226    ,R186    ,Fixed Interest      ,21/12/2026,006.04,008.56,00003519305.00,00000112.22,00003949291.45,0000008.560000,00003952328.38,00004001936.15,00000052644.70,00000049607.77,004.02,004.00,08/08/2017,FI00
MINPRO,SA ROAD 9% 300925   ,SZ25    ,Fixed Interest      ,30/09/2025,005.46,009.51,00000082720.00,00000095.66,00000079125.86,0000009.510000,00000080340.25,00000083012.22,00000003886.36,00000002671.97,000.08,000.08,08/08/2017,FI00
MINPRO,ESK 7.5% 150933     ,ES33    ,Fixed Interest      ,15/09/2033,007.84,010.77,00003258865.00,00000085.78,00002795611.70,0000010.770000,00002450793.90,00002549229.55,-0000246382.15,00000098435.65,002.56,002.55,08/08/2017,FI00
MINPRO,ESKOM 8.5% 250442   ,ES42    ,Fixed Interest      ,25/04/2042,008.47,011.05,00000873974.00,00000086.47,00000755727.02,0000078.505790,00000686120.19,00000707694.15,-0000048032.87,00000021573.96,000.71,000.71,08/08/2017,FI00
MINPRO,SA ROAD 9.25% 310734,HWAY34  ,Fixed Interest      ,31/07/2034,007.97,010.66,00000448053.00,00000096.03,00000430249.64,0000010.655000,00000399081.21,00000400103.13,-0000030146.51,00000001021.92,000.40,000.40,08/08/2017,FI00
MINPRO,R2030 8.00 310130   ,R2030   ,Fixed Interest      ,31/01/2030,007.55,009.12,00000351001.00,00000094.84,00000332878.19,0000009.115000,00000322165.08,00000322857.46,-0000010020.73,00000000692.38,000.32,000.32,08/08/2017,FI00
MINPRO,R2032 8.25 310332   ,R2032   ,Fixed Interest      ,31/03/2032,007.85,009.35,00004227628.00,00000094.55,00003997040.29,0000009.345000,00003861124.36,00003986302.73,-0000010737.56,00000125178.37,004.01,003.98,08/08/2017,FI00
MINPRO,R2035 8.875 280235  ,R2035   ,Fixed Interest      ,28/02/2035,008.20,009.60,00004258447.00,00000093.94,00004000275.60,0000009.595000,00003998670.24,00004166412.17,00000166136.57,00000167741.93,004.19,004.16,08/08/2017,FI00
MINPRO,R2037 8.50 310137   ,R2037   ,Fixed Interest      ,31/01/2037,008.88,009.69,00006912528.00,00000091.13,00006299422.06,0000009.690000,00006197626.75,00006212114.72,-0000087307.34,00000014487.97,006.24,006.21,08/08/2017,FI00
MINPRO,R2040 9.00 310140   ,R2040   ,Fixed Interest      ,31/01/2040,009.11,009.83,00011464054.00,00000094.37,00010818881.02,0000009.830000,00010607350.98,00010632792.01,-0000186089.01,00000025441.03,010.69,010.63,08/08/2017,FI00
MINPRO,R2044 8.75 310144   ,R2044   ,Fixed Interest      ,31/01/2044,009.49,009.86,00024810318.00,00000090.80,00022528841.34,0000009.860000,00022234230.43,00022287758.69,-0000241082.65,00000053528.26,022.40,022.28,08/08/2017,FI00
MINPRO,R2048 8.75 280248   ,R2048   ,Fixed Interest      ,28/02/2048,009.37,009.82,00006942017.00,00000091.54,00006354409.44,0000009.820000,00006223015.63,00006492613.03,00000138203.59,00000269597.40,006.53,006.49,08/08/2017,FI00
MINPRO,R209 6.25 310336    ,R209    ,Fixed Interest      ,31/03/2036,009.12,009.57,00002999880.00,00000075.60,00002268053.40,0000009.565000,00002141672.53,00002208964.34,-0000059089.06,00000067291.81,002.22,002.21,08/08/2017,FI00
MINPRO,R213 7.00 280231    ,R213A   ,Fixed Interest      ,28/02/2031,007.82,009.22,00000803772.00,00000084.25,00000677155.53,0000009.220000,00000666961.33,00000691933.32,00000014777.79,00000024971.99,000.70,000.69,08/08/2017,FI00
MINPRO,R214 6.5 280241     ,R214    ,Fixed Interest      ,28/02/2041,009.46,009.75,00003933722.00,00000073.84,00002904847.98,0000009.750000,00002760387.53,00002873872.66,-0000030975.32,00000113485.13,002.89,002.87,08/08/2017,FI00
MINPRO,AFRBNK 9.50% 240518 ,ABK2    ,Fixed Interest      ,24/05/2018,000.73,010.03,00000005600.00,00000108.99,00000006103.47,0000010.030000,00000005575.41,00000005687.64,-0000000415.83,00000000112.23,000.01,000.01,08/08/2017,FI00
MINPRO,ABSA 9.88% 170318   ,ABS10   ,Fixed Interest      ,17/03/2018,000.56,008.25,00000093317.00,00000105.05,00000098024.96,0000008.250000,00000094156.76,00000097819.39,-0000000205.57,00000003662.63,000.10,000.10,08/08/2017,FI00
MINPRO,CTY JHB 9% 050618   ,COJ04   ,Fixed Interest      ,05/06/2018,000.77,008.09,00000213308.00,00000098.68,00000210490.24,0000008.090000,00000214775.48,00000218194.25,00000007704.01,00000003418.77,000.22,000.22,08/08/2017,FI00
MINPRO,FRSTRND 10.5% 140418,FRX18   ,Fixed Interest      ,14/04/2018,000.64,007.67,00000035831.00,00000108.28,00000038797.64,0000007.670000,00000036511.65,00000037676.40,-0000001121.24,00000001164.75,000.04,000.04,08/08/2017,FI00
MINPRO,IBL49 7.335% 020418 ,IBL49   ,Fixed Interest      ,02/04/2018,000.61,008.26,00000101846.00,00000083.90,00000085445.67,0000008.260000,00000101238.14,00000103878.37,00000018432.70,00000002640.23,000.10,000.10,08/08/2017,FI00
MINPRO,IMPERIAL GRP 280917 ,IPL6    ,Fixed Interest      ,28/09/2017,000.14,007.90,00000085406.00,00000101.64,00000086810.29,0000007.900000,00000085560.71,00000088627.19,00000001816.90,00000003066.48,000.09,000.09,08/08/2017,FI00
MINPRO,INV 13.735% 300418  ,IV08    ,Fixed Interest      ,30/04/2018,000.67,008.78,00000035832.00,00000106.04,00000037996.99,0000008.780000,00000037034.53,00000038396.38,00000000399.39,00000001361.85,000.04,000.04,08/08/2017,FI00
MINPRO,LGL03 7.64% 030418  ,LGL03   ,Fixed Interest      ,03/04/2018,000.61,008.85,00000167276.00,00000095.14,00000159144.51,0000099.223430,00000165976.98,00000170458.69,00000011314.18,00000004481.71,000.17,000.17,08/08/2017,FI00
MINPRO,STD 9.66% 011217    ,SBK14   ,Fixed Interest      ,01/12/2017,000.31,008.05,00000057524.00,00000098.71,00000056784.44,0000008.050000,00000057775.54,00000058826.01,00000002041.57,00000001050.47,000.06,000.06,08/08/2017,FI00
MINPRO,STD 8.4% 100418     ,SBK9    ,Fixed Interest      ,10/04/2018,000.63,008.43,00000581949.00,00000097.68,00000568455.82,0000008.430000,00000581679.09,00000597884.39,00000029428.57,00000016205.30,000.60,000.60,08/08/2017,FI00
MINPRO,SBS13 8.9% 220917   ,SBS13   ,Fixed Interest      ,22/09/2017,000.12,007.57,00000079081.00,00000102.25,00000080857.31,0000007.570000,00000079156.03,00000081855.62,00000000998.31,00000002699.59,000.08,000.08,08/08/2017,FI00
MINPRO,SANTAM LTD 8% 150917,SNT01   ,Fixed Interest      ,15/09/2017,000.10,008.15,00000000331.00,00000097.82,00000000323.80,0000008.150000,00000000330.83,00000000341.83,00000000018.03,00000000011.00,000.00,000.00,08/08/2017,FI00
MINPRO,SAPPI J+150BPS160418,SSA05   ,Fixed Interest      ,16/04/2018,000.66,008.41,00000009935.00,00000099.86,00000009920.83,0000100.280378,00000009962.86,00000010018.21,00000000097.38,00000000055.35,000.01,000.01,08/08/2017,FI02
MINPRO,TRNSNET 9.25% 141117,TN17    ,Fixed Interest      ,14/11/2017,000.26,007.64,00000177253.00,00000104.96,00000186053.53,0000007.640000,00000177860.14,00000181768.20,-0000004285.33,00000003908.06,000.18,000.18,08/08/2017,FI00
MINPRO,AA05 9.27% 220319   ,AA05    ,Fixed Interest      ,22/03/2019,001.43,008.60,00000090924.00,00000107.69,00000097920.20,0000008.600000,00000091785.83,00000095018.74,-0000002901.46,00000003232.91,000.10,000.09,08/08/2017,FI00
MINPRO,AB013 8.295% 211118 ,AB013   ,Fixed Interest      ,21/11/2018,001.17,009.08,00000680514.00,00000096.18,00000654514.73,0000009.080000,00000673915.19,00000686287.48,00000031772.75,00000012372.29,000.69,000.69,08/08/2017,FI00
MINPRO,ABSA 9.26% 14052020 ,ABS12   ,Fixed Interest      ,14/05/2020,002.35,008.91,00000104131.00,00000095.29,00000099229.73,0000008.910000,00000104962.81,00000107261.17,00000008031.44,00000002298.36,000.11,000.11,08/08/2017,FI00
MINPRO,ABSA 8.20%010620    ,ABS6    ,Fixed Interest      ,01/06/2020,002.43,008.58,00000002411.00,00000093.09,00000002244.37,0000008.580000,00000002387.94,00000002425.31,00000000180.94,00000000037.37,000.00,000.00,08/08/2017,FI00
MINPRO,AIRPORT 8.58% 150319,AIR01   ,Fixed Interest      ,15/03/2019,001.42,008.43,00000191731.00,00000104.00,00000199406.89,0000008.430000,00000192072.44,00000198697.72,-0000000709.17,00000006625.28,000.20,000.20,08/08/2017,FI00
MINPRO,BARLOW 9.80 01102018,BAW11   ,Fixed Interest      ,01/10/2018,001.03,008.58,00000229124.00,00000109.60,00000251119.97,0000008.580000,00000232047.32,00000240044.69,-0000011075.28,00000007997.37,000.24,000.24,08/08/2017,FI00
MINPRO,DEV BNK 9.45%150620 ,DV22    ,Fixed Interest      ,07/02/2020,002.19,008.54,00000456323.00,00000100.16,00000457068.52,0000008.540000,00000465484.14,00000465720.42,00000008651.90,00000000236.28,000.47,000.47,08/08/2017,FI00
MINPRO,ESK 13.5% 010820    ,E170    ,Fixed Interest      ,01/08/2020,002.47,008.22,00000000953.00,00000127.14,00000001211.61,0000008.220000,00000001083.61,00000001086.43,-0000000125.18,00000000002.82,000.00,000.00,08/08/2017,FI00
MINPRO,FRSTRND 8.5%211218  ,FRB05   ,Fixed Interest      ,21/12/2018,001.25,008.88,00000150338.00,00000098.42,00000147961.41,0000008.880000,00000149585.25,00000151300.76,00000003339.35,00000001715.51,000.15,000.15,08/08/2017,FI00
MINPRO,FRSTRND 12% 211218  ,FRBC21  ,Fixed Interest      ,21/12/2018,001.23,009.89,00000336708.00,00000108.47,00000365242.09,0000009.890000,00000345491.37,00000350915.60,-0000014326.49,00000005424.23,000.35,000.35,08/08/2017,FI00
MINPRO,FRSTRND 9.00% 151119,FRX19   ,Fixed Interest      ,15/11/2019,001.99,007.90,00000182557.00,00000103.53,00000188999.39,0000007.900000,00000186584.30,00000190455.51,00000001456.12,00000003871.21,000.19,000.19,08/08/2017,FI00
MINPRO,IBL45 INV 8% 211218 ,IBL45   ,Fixed Interest      ,21/12/2018,001.26,008.51,00000096532.00,00000094.55,00000091271.96,0000099.334940,00000095890.00,00000096926.72,00000005654.76,00000001036.72,000.10,000.10,08/08/2017,FI00
MINPRO,IBL46 7.25% 150120  ,IBL46   ,Fixed Interest      ,15/01/2020,002.17,008.96,00000190378.00,00000094.61,00000180114.15,0000096.319510,00000183371.16,00000184316.54,00000004202.39,00000000945.38,000.19,000.18,08/08/2017,FI00
MINPRO,INV 9.750% 20052019 ,IBL87   ,Fixed Interest      ,20/05/2019,001.58,008.38,00000038709.00,00000100.99,00000039090.46,0000008.380000,00000039554.24,00000040391.79,00000001301.33,00000000837.55,000.04,000.04,08/08/2017,FI00
MINPRO,NBK3A 11.39% 090919 ,NBK3A   ,Fixed Interest      ,09/09/2019,001.77,008.15,00000318447.00,00000118.16,00000376287.26,0000008.150000,00000337711.55,00000352915.61,-0000023371.65,00000015204.06,000.35,000.35,08/08/2017,FI00
MINPRO,NAM PWR9.35%240720  ,NMP20N  ,Fixed Interest      ,24/07/2020,002.54,008.38,00000028443.00,00000097.28,00000027668.53,0000008.380000,00000029150.14,00000029266.72,00000001598.19,00000000116.58,000.03,000.03,08/08/2017,FI00
MINPRO,SA NAT 12.25% 301118,NRA018  ,Fixed Interest      ,30/11/2018,001.18,008.26,00000140799.00,00000114.90,00000161774.41,0000008.260000,00000147598.82,00000150906.64,-0000010867.77,00000003307.82,000.15,000.15,08/08/2017,FI00
MINPRO,OM 9.76 19/03/2020  ,OML05   ,Fixed Interest      ,19/03/2020,002.18,009.71,00000132750.00,00000099.47,00000132052.83,0000009.710000,00000132831.81,00000137907.88,00000005855.05,00000005076.07,000.14,000.14,08/08/2017,FI00
MINPRO,STD 8.87% 240519    ,SBS25   ,Fixed Interest      ,24/05/2019,001.61,007.95,00000106713.00,00000098.68,00000105300.43,0000007.950000,00000108285.99,00000110282.81,00000004982.38,00000001996.82,000.11,000.11,08/08/2017,FI00
MINPRO,SANLAM 8.7% 150818  ,SLI3    ,Fixed Interest      ,15/08/2018,000.96,008.33,00000063413.00,00000095.85,00000060779.33,0000008.330000,00000063639.21,00000063548.52,00000002769.19,-0000000090.69,000.06,000.06,08/08/2017,FI00
MINPRO,AA07 9.49% 150421   ,AA07    ,Fixed Interest      ,15/04/2021,002.96,009.58,00000218866.00,00000100.00,00000218866.00,0000009.580000,00000218191.48,00000224792.48,00000005926.48,00000006601.00,000.23,000.22,08/08/2017,FI00
MINPRO,ABL 3J+725B 050421  ,ABKS1A  ,Fixed Interest      ,05/04/2021,002.65,019.99,00000084057.62,00000115.29,00000096913.10,0000086.258648,00000072506.97,00000073717.40,-0000023195.70,00000001210.43,000.07,000.07,08/08/2017,FI02
MINPRO,ABL SENIOR TRAN STUB,ABL SENT,Fixed Interest      ,04/04/2021,003.49,019.28,00000085754.36,00000000.00,00000000000.00,0000050.250000,00000043091.56,00000043091.56,00000043091.56,00000000000.00,000.04,000.04,08/08/2017,FI02
MINPRO,ABIL SUB STUB       ,ABL SUB ,Fixed Interest      ,04/04/2021,003.32,040.00,00000206279.00,00000079.14,00000163258.86,0000000.000001,00000000000.00,00000000000.00,-0000163258.86,00000000000.00,000.00,000.00,08/08/2017,FI02
