Security     ,Long  Name                                                   ,Cat & Subtype ,Stock Exchange ,Currency Code ,Wghtd Ave Maturity ,Maturity Date ,Coupon Rate   ,Next Interest Date ,Exercise Price ,Macaulay Duration ,Interest Frequency ,Market Price     ,Yield to Maturity ,Shares Issued     ,Comments                       ,Days in Year ,Days in Month ,First Payment Date ,Last Payment Date ,Previous Ex Date ,Modified Duration ,Convexity  ,Accrued Interest  ,Days Ex/Due ,Swap Leg ,A ,Parent   ,Valuation Date                                                                                                                           External code 1 External code 2 Location Stock Exchange Total Value (Pfolio)
IV044       ,INVESTEC BANK LTD FRN 3M JIBAR+31/01/2027                   ,FI02,BMA,ZAR,   ,31/01/27,00011.225000,31/10/17,000000.000,000.230137,04,0000100.006997,          ,             ,                              ,2,1,        ,        ,31/07/17,000.223804,000.454968,              ,010, ,Y,        ,08/08/17
IV08        ,INVESTEC 13.735% 30/04/2018                                 ,FI00,BMA,ZAR,   ,30/04/18,00013.735000,31/10/17,000000.000,000.694598,02,0000008.780000,008.780000,             ,                              ,2,1,        ,        ,30/04/17,000.665158,000.007787,              ,010, ,Y,        ,08/08/17
IV09        ,INVESTEC BANK LTD FRN 3M JIBAR+375BPS  30/04/2018           ,FI02,BMA,ZAR,   ,30/04/18,00010.825000,31/10/17,000000.000,000.230137,04,0000100.527127,          ,             ,OPTIONAL REDEMP 300418 J+562.5,2,1,        ,        ,31/07/17,000.224429,000.006537,              ,010, ,Y,        ,08/08/17
IV19AM7     ,INVESTEC CPI-LINKED 2.6% 31/03/2028                         ,FI04,BMA,ZAR,700,31/03/28,00002.600000,30/09/17,000000.000,009.128609,02,0000004.470000,004.470000,             ,                              ,2,1,        ,        ,31/03/17,008.928510,000.926344,              ,010, ,Y,        ,08/08/17
JK024374    ,AFRICAN BANK LTD 6.00% 08/02/2020                           ,FI00,LSE,USD,   ,08/02/20,00006.000000,08/02/18,000000.000,002.357803,02,0000099.101000,          ,             ,                              ,1,3,        ,        ,08/08/17,002.284750,000.065106,              ,   , ,Y,        ,08/08/17
JSE         ,JHB STOCK EXCHANGE                                          ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000131.750000,          ,0000086877600,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
KAP         ,KAP INDUSTRIAL HOLDINGS LIMITED                             ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000008.280000,          ,0002662199369,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
KAP008      ,KAP INDUSTRIAL HOLDINGS FRN JB3M+200BPS 28/11/2019          ,FI02,BMA,ZAR,   ,28/11/19,00009.333000,28/08/17,000000.000,000.054794,04,0000100.028013,          ,             ,                              ,2,1,        ,        ,28/05/17,000.053536,000.048713,              ,010, ,Y,        ,08/08/17
KAP009      ,KAP INDUSTRIAL HOLDINGS LTD JB3MTH+195BPS 24/05/2020        ,FI02,BMA,ZAR,   ,24/05/20,00009.292000,24/08/17,000000.000,000.043836,04,0000100.023893,          ,             ,                              ,2,1,        ,        ,24/05/17,000.042834,000.068313,              ,010, ,Y,        ,08/08/17
KIO         ,KUMBA IRON ORE LIMITED                                      ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000201.160000,          ,0000322085974,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
KNCB KN     ,KENYA COMMERCIAL BANK LIMITED                               ,OS00,SEN,KES,   ,        ,            ,        ,000000.000,000.000000,  ,0000041.500000,          ,0002984228000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
KSB008      ,KAGISO FRN 3M JIBAR+330BPS 01/11/2017                       ,FI02,BMA,ZAR,   ,01/11/17,00010.375000,01/11/17,000000.000,000.232877,04,0000100.007450,          ,             ,GUARANTEED BY KAGISO TRUST INV,2,1,        ,        ,01/08/17,000.226919,000.001055,              ,005, ,Y,        ,08/08/17
KSB009      ,KAGISO TISO HOLDINGS 3M JIBAR+385BPS 05/08/2020             ,FI02,BMA,ZAR,   ,05/08/20,00010.917000,05/11/17,000000.000,000.243836,04,0000100.003982,          ,             ,                              ,2,1,        ,        ,05/08/17,000.237302,000.075631,              ,005, ,Y,        ,08/08/17
KST         ,PSG KONSULT LTD                                             ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000009.110000,          ,0001341652782,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
KW01        ,KOMATI RIVER BASIN AUTHORITY 13.50% 31/10/2027              ,FI00,BMA,ZAR,   ,31/10/27,00013.500000,31/10/17,000000.000,006.196610,02,0000008.960000,008.960000,             ,NO GUARANTEE                  ,2,1,        ,        ,30/04/17,005.928816,000.502191,              ,010, ,Y,        ,08/08/17
L2D         ,LIBERTY TWO DEGREES                                         ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000009.470000,          ,0000908443335,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
L4L         ,LONG4LIFE LIMITED                                           ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000006.270000,          ,0000405250100,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
LAFP1       ,LIBERTY AFRICA PROPERTY FUND (CLASS B1)                     ,OS03,UNT,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000002.736847,          ,0000000000000,UNITISED FUND                 ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
LGL02       ,LIBERTY GROUP LGL02 7.67% 13/08/2017                        ,FI00,BMA,ZAR,   ,13/08/17,00007.670000,13/08/17,000000.000,000.013699,02,0000100.004480,          ,             ,                              ,2,1,        ,        ,13/02/17,000.013217,000.000004,              ,010, ,Y,        ,08/08/17
LGL03       ,LIBERTY GROUP LGL03 03/04/2018                              ,FI00,BMA,ZAR,   ,03/04/18,00007.640000,03/10/17,000000.000,000.633555,02,0000099.223430,          ,             ,                              ,2,1,        ,        ,03/04/17,000.606638,000.006682,              ,010, ,Y,        ,08/08/17
LGL04       ,LIBERTY GROUP LIMITED 9.165% 14/08/2020                     ,FI00,BMA,ZAR,   ,14/08/20,00009.165000,14/08/17,000000.000,002.591648,02,0000009.230000,009.230000,             ,                              ,2,1,        ,        ,14/02/17,002.478218,000.083698,              ,010, ,Y,        ,08/08/17
LGL06       ,LIBERTY GROUP LIMITED 10.20% 04/10/2022                     ,FI00,BMA,ZAR,   ,04/10/22,00010.200000,04/10/17,000000.000,004.011093,02,0000009.750000,009.750000,             ,                              ,2,1,        ,        ,04/04/17,003.824155,000.190403,              ,010, ,Y,        ,08/08/17
LHC         ,LIFE HEALTHCARE GROUP HOLDINGS PTE LIMITED                  ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000025.390000,          ,0001449390130,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
LHM MC      ,LAFARGEHOLCIM MAROC SA                                      ,OS00,SEC,MAD,   ,        ,            ,        ,000000.000,000.000000,  ,0002170.000000,          ,0000023400000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
LIVD        ,STANLIB VALUE FUND (CLASS D)                                ,OS03,UNT,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000007.805950,          ,0000000000000,CLASS D                       ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
LLPROPBD    ,LIBLIFE PROP BOND                                           ,OS00,UNQ,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0001387.064958,          ,0000000000000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
LNDFA1      ,LANDBANK FACILITY A1 3M JIBAR+275BPS 03/12/2021             ,FI02,OTC,ZAR,   ,03/12/21,00010.092000,29/09/17,000000.000,000.142466,04,0000103.084570,          ,             ,                              ,2,1,        ,        ,30/06/17,000.139262,000.148056,              ,   , ,Y,        ,08/08/17
LREC        ,STANLIB MULTI MANAGER EQUITY FUND (CLASS B1)                ,OS03,UNT,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000009.132250,          ,0000000000000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
MBF045      ,MERCEDES BENZ 3M JIBAR+135BPS 13/04/2018                    ,FI02,BMA,ZAR,   ,13/04/18,00008.692000,13/10/17,000000.000,000.180822,04,0000100.437581,          ,             ,                              ,2,1,        ,        ,13/07/17,000.177232,000.005886,              ,010, ,Y,        ,08/08/17
MBF046      ,MERCEDES BENZ 3M JIBAR+134BPS 17/08/2018                    ,FI02,BMA,ZAR,   ,17/08/18,00008.682000,17/08/17,000000.000,000.024657,04,0000100.253075,          ,             ,                              ,2,1,        ,        ,17/05/17,000.024144,000.012008,              ,010, ,Y,        ,08/08/17
MBF051      ,MERCEDES BENZ 3M JIBAR+148BPS 17/05/2019                    ,FI02,BMA,ZAR,   ,17/05/19,00008.822000,17/08/17,000000.000,000.024658,04,0000100.313693,          ,             ,                              ,2,1,        ,        ,17/05/17,000.024133,000.031595,              ,009, ,Y,        ,08/08/17
MCBG MP     ,MCB GROUP LIMITED                                           ,OS00,SEM,MRU,   ,        ,            ,        ,000000.000,000.000000,  ,0000270.000000,          ,0000238100000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
MEI         ,MEDICLINIC INTERNATIONAL PLC                                ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000124.320000,          ,0000737243810,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
MFI         ,M-FITEC INTERNATIONAL LTD                                   ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000008.800000,          ,0000007618594,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
MIMNW       ,MMI HOLDING NAMIBIA LIMITED                                 ,OS00,NSX,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000021.290000,          ,0001503985000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
MMI         ,MMI HOLDINGS LIMITED                                        ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000021.290000,          ,0001575371221,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
MMIG01      ,MMI GROUP LTD 3M JIBAR+146BPS 17/03/2019                    ,FI02,BMA,ZAR,   ,17/03/19,00008.777000,18/09/17,000000.000,000.112329,04,0000099.539266,          ,             ,                              ,2,1,        ,        ,19/06/17,000.109842,000.026238,              ,010, ,Y,        ,08/08/17
MMIG02A     ,MMI GROUP LTD 10.065% 17/03/2021                            ,FI00,BMA,ZAR,   ,17/03/21,00010.065000,17/09/17,000000.000,003.006449,02,0000009.180000,009.180000,             ,FM 17/03/2026                 ,2,1,        ,        ,17/03/17,002.873473,000.107278,              ,010, ,Y,        ,08/08/17
MMIG05      ,MMI GROUP LTD 10.86% 12/08/2022                             ,FI00,BMA,ZAR,   ,12/08/22,00010.860000,12/08/17,000000.000,003.817941,02,0000102.737940,          ,             ,MIXED RATE NOTE FM 12/08/2027 ,2,1,        ,        ,12/02/17,003.634982,000.184720,              ,010, ,Y,        ,08/08/17
MND         ,MONDI LIMITED                                               ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000344.810000,          ,0000118312975,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
MNHD EY     ,MEDINET NASR HOUSING                                        ,OS00,CAS,EGP,   ,        ,            ,        ,000000.000,000.000000,  ,0000011.090000,          ,0000375000000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
MNP         ,MONDI PLC                                                   ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000344.600000,          ,0000367240805,PRIMARY - LONDON              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
MPT         ,MPACT LIMITED                                               ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000027.500000,          ,0000170882251,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
MRP         ,MR PRICE GROUP LIMITED                                      ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000176.000000,          ,0000255795727,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
MSA MC      ,MARSA MAROC                                                 ,OS00,SEC,MAD,   ,        ,            ,        ,000000.000,000.000000,  ,0000151.500000,          ,0000073400000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
MSM         ,MASSMART HOLDINGS LIMITED                                   ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000114.000000,          ,0000217145489,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
MSP         ,MAS PLC                                                     ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000025.500000,          ,0000480216299,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
MTN         ,MTN GROUP LIMITED                                           ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000120.650000,          ,0001884269758,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
N5C23       ,NITRO SECURITIZATION 5 ISSUER TRUST 3M JIBAR+150B 20/12/18  ,FI02,BMA,ZAR,   ,20/12/18,00008.817000,20/09/17,000000.000,000.117808,04,0000100.174060,          ,             ,                              ,2,1,        ,        ,20/06/17,000.115285,000.019619,              ,005, ,Y,        ,08/08/17
NAM01       ,REPUBLIC OF NAMIBIA 8.26% 19/11/2022                        ,FI00,BMA,ZAR,   ,19/11/22,00008.260000,19/11/17,000000.000,004.266247,02,0000010.000000,010.000000,             ,                              ,2,1,        ,        ,19/05/17,004.061503,000.208554,              ,010, ,Y,        ,08/08/17
NAM02       ,REPUBLIC OF NAMIBIA 9.595% 29/06/2020                       ,FI00,BMA,ZAR,   ,29/06/20,00009.595000,29/12/17,000000.000,002.572214,02,0000009.000000,009.000000,             ,                              ,2,1,        ,        ,29/06/17,002.461158,000.076807,              ,010, ,Y,        ,08/08/17
NAM04       ,REPUBLIC OF NAMIBIA 10.51% 01/08/2026                       ,FI00,BMA,ZAR,   ,01/08/26,00010.510000,01/02/18,000000.000,006.020421,02,0000010.360000,010.360000,             ,JSE LISTED                    ,2,1,        ,        ,01/08/17,005.721606,000.443039,              ,010, ,Y,        ,08/08/17
NBK11A      ,NEDBANK 8.92% 28/11/2020                                    ,FI00,BMA,ZAR,   ,28/11/20,00008.920000,28/11/17,000000.000,002.892865,02,0000008.495000,008.495000,             ,                              ,2,1,        ,        ,28/05/17,002.774068,000.096988,              ,005, ,Y,        ,08/08/17
NBK16A      ,NEDBANK LIMITED 9.440% 12/02/2025                           ,FI00,BMA,ZAR,   ,12/02/25,00009.440000,12/08/17,000000.000,005.256508,02,0000010.260000,010.260000,             ,                              ,2,1,        ,        ,12/02/17,005.002014,000.355102,              ,005, ,Y,        ,08/08/17
NBK19A      ,NEDBANK 9.64% 01/06/2022                                    ,FI00,BMA,ZAR,   ,01/06/22,00009.640000,01/12/17,000000.000,003.902931,02,0000009.380000,009.380000,             ,                              ,2,1,        ,        ,01/06/17,003.727626,000.176400,              ,005, ,Y,        ,08/08/17
NBK20A      ,NEDBANK 10.36% 01/06/2026                                   ,FI00,BMA,ZAR,   ,01/06/26,00010.360000,01/12/17,000000.000,005.912389,02,0000009.960000,009.960000,             ,                              ,2,1,        ,        ,01/06/17,005.631188,000.431416,              ,005, ,Y,        ,08/08/17
NBK22B      ,NEDBANK FRN 3M JIBAR+125BPS 12/02/2018                      ,FI02,BMA,ZAR,   ,12/02/18,00008.592000,12/08/17,000000.000,000.010959,04,0000100.138131,          ,             ,                              ,2,1,        ,        ,12/05/17,000.010734,000.003679,              ,005, ,Y,        ,08/08/17
NBK27A      ,NEDBANK LIMITED 11.15% 10/05/2026                           ,FI00,BMA,ZAR,   ,10/05/26,00011.150000,10/11/17,000000.000,005.757139,02,0000010.000000,010.000000,             ,                              ,2,1,        ,        ,10/05/17,005.480844,000.415133,              ,005, ,Y,        ,08/08/17
NBK27B      ,NEDBANK FRN 3M JIBAR+130BPS 01/06/2018                      ,FI02,BMA,ZAR,   ,01/06/18,00008.633000,01/09/17,000000.000,000.065753,04,0000100.329402,          ,             ,                              ,2,1,        ,        ,01/06/17,000.064420,000.007949,              ,005, ,Y,        ,08/08/17
NBK28A      ,NEDBANK LIMITED 10.010% 02/08/2023                          ,FI00,BMA,ZAR,   ,02/08/23,00010.010000,02/02/18,000000.000,004.650337,02,0000009.550000,009.550000,             ,                              ,2,1,        ,        ,02/08/17,004.436741,000.250593,              ,005, ,Y,        ,08/08/17
NBK29A      ,NEDBANK LIMITED 10.50% 31/07/2026                           ,FI00,BMA,ZAR,   ,31/07/26,00010.500000,31/01/18,000000.000,006.028106,02,0000010.260000,010.260000,             ,                              ,2,1,        ,        ,31/07/17,005.731655,000.444201,              ,005, ,Y,        ,08/08/17
NBK33B      , NEDBANK FRN 3M JIBAR+145BPS 10/05/2019                     ,FI02,BMA,ZAR,   ,10/05/19,00008.792000,10/08/17,000000.000,000.005479,04,0000100.206855,          ,             ,                              ,2,1,        ,        ,10/05/17,000.005362,000.030948,              ,005, ,Y,        ,08/08/17
NBK34B      ,NEDBANK 3M JIBAR+180BPS 10/05/2021                          ,FI02,BMA,ZAR,   ,10/05/21,00009.142000,10/08/17,000000.000,000.005479,04,0000100.004539,          ,             ,                              ,2,1,        ,        ,10/05/17,000.005356,000.116856,              ,005, ,Y,        ,08/08/17
NBK35B      ,NEDBANK FRN 3M JIBAR+200BPS 10/05/2023                      ,FI02,BMA,ZAR,   ,10/05/23,00009.342000,10/08/17,000000.000,000.005479,04,0000100.004540,          ,             ,                              ,2,1,        ,        ,10/05/17,000.005353,000.237257,              ,005, ,Y,        ,08/08/17
NBK3A       ,NBK3A NEDBANK LIMITED 11.39% 09/09/2019                     ,FI00,BMA,ZAR,   ,09/09/19,00011.390000,09/09/17,000000.000,001.841288,02,0000008.150000,008.150000,             ,                              ,2,1,        ,        ,09/03/17,001.768624,000.042695,              ,005, ,Y,        ,08/08/17
NBK41B      ,NEDBANK LIMITED 3M JIBAR+129BPS 20/02/2020                  ,FI02,BMA,ZAR,   ,20/02/20,00008.632000,20/08/17,000000.000,000.032877,04,0000100.111794,          ,             ,                              ,2,1,        ,        ,20/05/17,000.032181,000.058300,              ,005, ,Y,        ,08/08/17
NBK42B      ,NEDBANK LIMITED 3M JIBAR+155BPS 21/02/2022                  ,FI02,BMA,ZAR,   ,21/02/22,00008.892000,21/08/17,000000.000,000.035616,04,0000100.020484,          ,             ,                              ,2,1,        ,        ,21/05/17,000.034836,000.159260,              ,005, ,Y,        ,08/08/17
NBK43B      ,NEDBANK LIMITED 3M JIBAR+180BPS 20/02/2024                  ,FI02,BMA,ZAR,   ,20/02/24,00009.142000,20/08/17,000000.000,000.032877,04,0000100.020365,          ,             ,                              ,2,1,        ,        ,20/05/17,000.032137,000.287290,              ,005, ,Y,        ,08/08/17
NCDAB7K3    ,ABSA NCD 8.375% 03112017                                    ,FI00,MME,ZAR,   ,03/11/17,00008.375000,03/11/17,000000.000,000.238356,01,0000007.040000,007.040000,             ,                              ,2,1,        ,        ,03/11/16,000.222679,000.002576,              ,   , ,Y,        ,08/08/17
NCDAB7K4    ,ABSA NCD Y=8.5%  14112017                                   ,FI00,MME,ZAR,   ,14/11/17,00008.500000,14/11/17,000000.000,000.268493,01,0000007.098267,007.098267,             ,                              ,2,1,        ,        ,14/11/16,000.250698,000.001388,              ,   , ,Y,        ,08/08/17
NCDNB7HH    ,NEDBANK NCD 8.425% 18082017                                 ,FI00,MME,ZAR,   ,18/08/17,00008.425000,18/08/17,000000.000,000.027397,01,0000006.819000,006.819000,             ,                              ,2,1,        ,        ,18/08/16,000.025648,000.000015,              ,   , ,Y,        ,08/08/17
NCDNB7K6    ,NED  NCD  Y= 8.5%  141112017                                ,FI00,MME,ZAR,   ,14/11/17,00008.500000,14/11/17,000000.000,000.268493,01,0000007.098267,007.098267,             ,                              ,2,1,        ,        ,14/11/16,000.250698,000.001388,              ,   , ,Y,        ,08/08/17
NCDSC7JF    ,STANDARD BANK NCD 8.6% 13102017                             ,FI00,MME,ZAR,   ,13/10/17,00008.600000,13/10/17,000000.000,000.180822,01,0000006.970000,006.970000,             ,                              ,2,1,        ,        ,13/10/16,000.169040,000.000638,              ,   , ,Y,        ,08/08/17
NCDSC7JG    ,STANDARD BANK NCD 8.565 19102017                            ,FI00,MME,ZAR,   ,19/10/17,00008.565000,19/10/17,000000.000,000.197260,01,0000006.990000,006.990000,             ,                              ,2,1,        ,        ,19/10/16,000.184372,000.002064,              ,   , ,Y,        ,08/08/17
NCLN84      ,NEDBANK ESKOM CLN 3MONTH JIBAR+1.95% 20/03/2024             ,FI02,BMA,ZAR,   ,20/03/24,00009.267000,20/09/17,000000.000,000.117808,04,0000100.045244,          ,             ,                              ,2,1,        ,        ,20/06/17,000.115122,000.293790,              ,010, ,Y,        ,08/08/17
NCLN85      ,NEDBANK ESKOM CLN 10.49% 20/03/2024                         ,FI00,BMA,ZAR,   ,20/03/24,00010.490000,20/09/17,000000.000,004.748201,02,0000010.340000,010.340000,             ,                              ,2,1,        ,        ,20/03/17,004.512963,000.274180,              ,010, ,Y,        ,08/08/17
NED         ,NEDBANK GROUP LIMITED                                       ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000228.500000,          ,0000498108914,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
NED13       ,NEDBANK LTD 3M JIBAR+275 BPS 25/07/2018                     ,FI02,BMA,ZAR,   ,25/07/18,00009.833000,25/10/17,000000.000,000.213699,04,0000100.696617,          ,             ,FULL MATURITY 25/07/2023      ,2,1,        ,        ,25/07/17,000.208916,000.010609,              ,005, ,Y,        ,08/08/17
NED14       ,NEDBANK LTD 3M JIBAR+255BPS 29/11/2018                      ,FI02,BMA,ZAR,   ,29/11/18,00009.883000,29/11/17,000000.000,000.309589,04,0000100.332607,          ,             ,FULL MATURITY 29/11/2023      ,2,1,        ,        ,29/05/17,000.293369,000.013995,              ,005, ,Y,        ,08/08/17
NED16       ,NEDBANK FRN 3MJIBAR+255BPS 08/04/2019                       ,FI02,BMA,ZAR,   ,08/04/19,00009.892000,09/10/17,000000.000,000.169863,04,0000100.174981,          ,             ,FULL MATURITY 08/04/2024      ,2,1,        ,        ,10/07/17,000.165824,000.027677,              ,005, ,Y,        ,08/08/17
NFP         ,NEW FRONTIER PROPERTIES LIMITED                             ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000019.000000,          ,0000152774750,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
NGPLT       ,NEWGOLD PLATINUM DEBENTURES ETF                             ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000126.250000,          ,0000087600000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
NMP20N      ,NAMIBIA POWER CORP LTD - 24/07/2020                         ,FI00,BMA,ZAR,   ,24/07/20,00009.350000,24/01/18,000000.000,002.649646,02,0000008.380000,008.380000,             ,GUARANTEED BY NAMIBIAN GOVERNM,2,1,        ,        ,24/07/17,002.542250,000.081247,              ,005, ,Y,        ,08/08/17
NPK         ,NAMPAK LIMITED                                              ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000019.130000,          ,0000689404454,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
NPN         ,NASPERS LTD-N-                                              ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0002895.000000,          ,0000438280262,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
NRA018      ,SA NATIONAL ROADS AGENCY LTD 12.25% 30/11/2018              ,FI00,BMA,ZAR,   ,30/11/18,00012.250000,30/11/17,000000.000,001.229664,02,0000008.260000,008.260000,             ,                              ,2,1,        ,        ,31/05/17,001.180765,000.020169,              ,010, ,Y,        ,08/08/17
NRA022      ,SA NATIONAL ROADS AGENCY LTD 12.25% 31/10/2022              ,FI00,BMA,ZAR,   ,31/10/22,00012.250000,31/10/17,000000.000,003.975275,02,0000009.180000,009.180000,             ,                              ,2,1,        ,        ,30/04/17,003.799447,000.189880,              ,010, ,Y,        ,08/08/17
NRA023M7    ,SA NATIONAL ROAD AGENCY LTD 5.00% 31/05/2023                ,FI04,BMA,ZAR,900,31/05/23,00005.000000,30/11/17,000000.000,005.100788,02,0000003.640000,003.640000,             ,                              ,2,1,        ,        ,31/05/17,005.009368,000.297298,              ,010, ,Y,        ,08/08/17
NRA028      ,SA NATIONAL ROADS AGENCY LTD 12.25% 30/11/2028              ,FI00,BMA,ZAR,   ,30/11/28,00012.250000,30/11/17,000000.000,006.447133,02,0000011.060000,011.060000,             ,                              ,2,1,        ,        ,31/05/17,006.108412,000.547658,              ,010, ,Y,        ,08/08/17
NRP         ,NEPI ROCKCASTLE PLC                                         ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000180.200000,          ,0000538953794,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
NTC         ,NETCARE LIMITED                                             ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000025.000000,          ,0001462809779,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
NTC16       ,NETCARE JB+161 BPS 22/03/2018                               ,FI02,BMA,ZAR,   ,22/03/18,00008.935000,22/09/17,000000.000,000.123288,04,0000100.461800,          ,             ,                              ,2,1,        ,        ,22/06/17,000.120800,000.005044,              ,010, ,Y,        ,08/08/17
NWC20       ,NAMIBIAN WATER COPORATION LTD 9.05% 24/04/2020              ,FI00,NSX,NAD,   ,24/04/20,00009.050000,23/10/17,000000.000,002.405432,02,0000009.030000,009.030000,             ,                              ,2,1,        ,        ,24/04/17,002.301791,000.068207,              ,011, ,Y,        ,08/08/17
OCDI EY     ,SIX OF OCTOBER DEVELOPMENT                                  ,OS00,CAS,EGP,   ,        ,            ,        ,000000.000,000.000000,  ,0000014.030000,          ,0000340700000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
OCT         ,PREMIUM PROPERTIES LTD                                      ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000024.100000,          ,0000273667491,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
OLFI EY     ,OBOUR LAND FOR FOOD INDUSTRIES                              ,OS00,CAS,EGP,   ,        ,            ,        ,000000.000,000.000000,  ,0000015.250000,          ,0000200000000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
